bookId,bookName,bookDetailId,bookReferenceId,author,publicationDate,pages,languages,fileSize,fileFormat,category,driveDirectory,bookDescription,images,linkDownload,state,driveFileId,driveFileName
76361a66-632e-457c-99b9-9af42da2cc90,Mac OS X Leopard For Dummies,021acb07-0097-4db9-b30b-21390b461d9d,76361a66-632e-457c-99b9-9af42da2cc90,Bob LeVitus,2007,436,English,12.7 MB,PDF,Macintosh,,"Mac OS X Leopard is the new cat in town, and wait until you see all the tricks it can do! Whether you’re new to the Mac or a longtime Mac-thusiast, Mac OS X Leopard For Dummies is the fun and friendly way to have your Leopard purring in no time.
While the Mac has built its reputation in part on being user-friendly, OS X Leopard has lots of features that do lots of things—and that’s where Mac OS X Leopard For Dummies puts you a step ahead. If you’re meeting your first Mac, start at the beginning and you’ll feel like a pro in no time.  If you’re familiar with earlier incarnations of OS X, you can jump right to the chapters on organizing your files and getting a sneak peek with Quick Look, backing up with the cool new Time Machine, using Spaces to manage Finder and application windows, and getting down with all the cool Mac multimedia features.
Mac OS X Leopard For Dummies shows you how to:
Written by Bob LeVitus, a.k.a. “Dr. Mac”, Mac OS X Leopard For Dummies is quite likely the fastest and easiest way to tame a Leopard!
",http://www.allitebooks.com/wp-content/uploads/2018/02/Mac-OS-X-Leopard-For-Dummies.jpg,http://file.allitebooks.com/20180217/Mac%20OS%20X%20Leopard%20For%20Dummies.pdf,COMPLETED,1ESuYBicqCE1Jlxo6Xj7e5vOp4gEnHg7Q,Mac OS X Leopard For Dummies
f5c8aaeb-1112-4ff9-9c1f-05e95880ea66,"Visual Studio 2015 Cookbook, 2nd Edition",0304b6f2-f615-430c-88a0-5c2610764704,f5c8aaeb-1112-4ff9-9c1f-05e95880ea66,Jeff Martin,2016,368,English,23.3 MB,PDF,.NET,,"Visual Studio 2015 is the premier tool for developers targeting the Microsoft platform. Learning how to effectively use this technology can enhance your productivity while simplifying your most common tasks, allowing you more time to focus on your project. Visual Studio 2015 is packed with improvements that increase productivity, and this book walks you through each one in succession to help you smooth your workflow and get more accomplished. From customization and the interface to code snippets and debugging, the Visual Studio upgrade expands your options ? and this book is your fast-track guide to getting on board quickly.
Visual Studio 2015 Cookbook will introduce you to all the new areas of Visual Studio and how they can quickly be put to use to improve your everyday development tasks. With this book, you will learn not only what VS2015 offers, but what it takes to put it to work for your projects.
What you will learn
",http://www.allitebooks.com/wp-content/uploads/2016/09/Visual-Studio-2015-Cookbook-2nd-Edition-400x493.jpg,"http://file.allitebooks.com/20160903/Visual%20Studio%202015%20Cookbook,%202nd%20Edition.pdf",COMPLETED,18hZef7U87tKziT1xOVO82mXXvEtDdvd6,"Visual Studio 2015 Cookbook, 2nd Edition"
dc50f738-d2d3-4ca1-98fd-4c5a80f5ee85,JavaScript Recipes,034f304a-4483-4aec-a54e-33388f21dfbb,dc50f738-d2d3-4ca1-98fd-4c5a80f5ee85,"Keith Cirkel, Russ Ferguson",2017,353,English,6.2 MB,PDF,JavaScript,,"

",http://www.allitebooks.com/wp-content/uploads/2016/12/JavaScript-Recipes.jpg,http://file.allitebooks.com/20161224/JavaScript%20Recipes.pdf,COMPLETED,1JkEdLEA3esazfn9yfmfjIL8x8DgdI9nq,JavaScript Recipes
d4d8286b-3e46-49cf-b9ac-e4a5a15cf683,Pro Design Patterns in Swift,0354759f-21b8-44d7-b36a-cc35146b9f8f,d4d8286b-3e46-49cf-b9ac-e4a5a15cf683,Adam Freeman,2015,592,English,5.6 MB,PDF,Swift,,"The Swift programming language has transformed the world of iOS development and started a new age of modern Cocoa development. Pro Design Patterns in Swift shows you how to harness the power and flexibility of Swift to apply the most important and enduring design patterns to your applications, taking your development projects to master level.
This book will teach you those design patterns that have always been present at some level in your code, but may not have been recognized, acknowledged, or fully utilized. Implementation of specific pattern approaches will prove their value to any Swift developer.
Best-selling author Adam Freeman explains how to get the most from design patterns. He starts with the nuts-and-bolts and shows you everything through to advanced features, going in-depth to give you the knowledge you need.
",http://www.allitebooks.com/wp-content/uploads/1435/11558ea5cc76762.jpg,http://file.allitebooks.com/20150627/Pro%20Design%20Patterns%20in%20Swift.pdf,COMPLETED,1e1_fdgLBGVUnvfkl6WnlJdQ1OF1mCPDG,Pro Design Patterns in Swift
1cd16eb4-2481-4f39-b9e3-25c0f7cce950,Introduction To HTML & CSS,038f29e4-d12e-44bd-a9b6-5b19698ebd51,1cd16eb4-2481-4f39-b9e3-25c0f7cce950,Danny Ajini,2015,118,English,3.21 MB,PDF,"HTML, HTML5 & CSS",,"This book is an introduction to HTML5/CSS3. In this book I cover some of the important aspects to understanding the very nature of HTML/CSS, getting started with code, code editors, browsers and I also begin to introduce some advanced concepts which will prepare you for your next phase in website development. While there are a ton of free resources online which can help you learn HTML/CSS, this is the only one where I give you real-world examples, troubleshooting techniques, and other knowledge that you can only get through experience.
",http://www.allitebooks.com/wp-content/uploads/2015/11/Introduction-To-HTML-CSS.jpg,http://file.allitebooks.com/20151120/Introduction%20To%20HTML%20&%20CSS.pdf,COMPLETED,1A_YSwleuGTM6R03mEJNrIop_pu3I3O6S,Introduction To HTML & CSS
02e243c2-c770-4c16-93ed-318b1bf2fac5,"Pro TypeScript, 2nd Edition",03aa830e-89b0-412d-bef5-9d7904a9930f,02e243c2-c770-4c16-93ed-318b1bf2fac5,Steve Fenton,2017,287,English,4.6 MB,PDF,JavaScript,,"Explore the features of this innovative open source language in depth, from working with the type system through object-orientation to understanding the runtime and the TypeScript compiler. This fully revised and updated second edition of Steve Fenton’s popular book covers everything you need to discover this fascinating language and transform your experience of JavaScript development.
What’s New in This Edition
What You’ll Learn
Who This Book Is For
Web developers looking for a modern approach to JavaScript development
",http://www.allitebooks.com/wp-content/uploads/2017/11/Pro-TypeScript.jpg,"http://file.allitebooks.com/20171126/Pro%20TypeScript,%202nd%20Edition.pdf",COMPLETED,1fHBMIpbr1Xq-jrWpNMnqKEt8PwuKWZhy,"Pro TypeScript, 2nd Edition"
47eeaff5-0e20-4aa0-a79b-52b51a45b85f,Cassandra Design Patterns,044f6687-0dfb-4607-8e0e-21494791ad10,47eeaff5-0e20-4aa0-a79b-52b51a45b85f,Sanjay Sharma,2014,88,English,1 MB,PDF,NoSQL,,"Cassandra is a powerful data store solution in the open source NoSQL world. The ability to use its vast capabilities correctly is the need of the hour as more developers start using this powerful tool. Hence, it becomes important to be able to understand how and where to apply Cassandra correctly.
This practical guide will help you understand the strengths and weaknesses of Cassandra and teach you to how to identify business and technical use cases that Cassandra solves.You will also learn how to solve real world business problems and enable you to use Cassandra in the best possible way.
",http://www.allitebooks.com/wp-content/uploads/1432/37556144ca381cd.jpg,http://file.allitebooks.com/20150523/Cassandra%20Design%20Patterns.pdf,COMPLETED,1XHa9FuscYT2AQSwm6x1-4hEJ9UG7RSUR,Cassandra Design Patterns
50639d0c-6ffc-47a2-a6e9-11e8a273b57a,"Object Oriented JavaScript, 3rd Edition",0455963d-c89a-4213-9383-fecff8f2f99a,50639d0c-6ffc-47a2-a6e9-11e8a273b57a,"Stoyan Stefanov, Ved Antani",2017,459,English,20.1 MB,PDF,JavaScript,,"Learn everything you need to know about object-oriented JavaScript with this comprehensive guide. Enter the world of cutting-edge development! About This Book This book has been updated to cover all the new object-oriented features introduced in ECMAScript 6 It makes object-oriented programming accessible and understandable to web developers Write better and more maintainable JavaScript code while exploring interactive examples that can be used in your own scripts Who This Book Is For This book is ideal for new to intermediate JavaScript developers who want to prepare themselves for web development problems solved by object-oriented JavaScript! What You Will Learn Apply the basics of object-oriented programming in the JavaScript environment Use a JavaScript Console with complete mastery Make your programs cleaner, faster, and compatible with other programs and libraries Get familiar with Iterators and Generators, the new features added in ES6 Find out about ECMAScript 6’s Arrow functions, and make them your own Understand objects in Google Chrome developer tools and how to use Them Use a mix of prototypal inheritance and copying properties in your workflow Apply reactive programming techniques while coding in JavaScript In Detail JavaScript is an object-oriented programming language that is used for website development. Web pages developed today currently follow a paradigm that has three clearly distinguishable parts: content (HTML), presentation (CSS), and behavior (JavaScript). JavaScript is one important pillar in this paradigm, and is responsible for the running of the web pages. This book will take your JavaScript skills to a new level of sophistication and get you prepared for your journey through professional web development. Updated for ES6, this book covers everything you will need to unleash the power of object-oriented programming in JavaScript while building professional web applications. The book begins
",http://www.allitebooks.com/wp-content/uploads/2017/01/Object-Oriented-JavaScript-3rd-Edition-400x493.jpg,"http://file.allitebooks.com/20170120/Object%20Oriented%20JavaScript,%203rd%20Edition.pdf",COMPLETED,16YONm1QcAGJiMdRVzU67WNmKigjO-CTe,"Object Oriented JavaScript, 3rd Edition"
ebf3d9f6-13cf-4752-a3b8-a77bbc7786a0,"WordPress For Dummies, 6th Edition",0496ae00-658f-4fee-bb34-fd140d1e6440,ebf3d9f6-13cf-4752-a3b8-a77bbc7786a0,Lisa Sabin-Wilson,2014,432,English,19.7 MB,PDF,CMS,,"WordPress has millions of users, and this popular guide has sold more than 105,000 copies in its previous editions. With the newest releases of WordPress, author and WordPress expert Lisa Sabin-Wilson has completely updated the book to help you use and understand all the latest features. You’ll learn about both the hosted WordPress.com version and the more flexible WordPress.org, which requires third-party hosting. Whether you’re switching to WordPress from another blogging platform or just beginning to blog, you’ll find lots of advice in this friendly guide.
WordPress For Dummies, 6th Edition is the guide you’ll want by your side to help you create and maintain a knockout blog with WordPress.
",http://www.allitebooks.com/wp-content/uploads/1431/6355587faa8cabe.jpg,"http://file.allitebooks.com/20150517/WordPress%20For%20Dummies,%206th%20Edition.pdf",COMPLETED,1-eef9wM92Kl1bJxLPcFX-x4lekFoluzV,"WordPress For Dummies, 6th Edition"
fc3f1144-9a52-4550-b2fa-790f6c109fcb,Ruby on Rails Bible,04eb2cbb-545c-4c14-a9cd-a796246ce1c2,fc3f1144-9a52-4550-b2fa-790f6c109fcb,Timothy Fisher,2008,624,English,10.01 MB,PDF,Ruby,,"Thanks to the explosive growth in popularity of the Rails framework, the equally popular Ruby programming language now has a great place to hang its hat. The powerful combination of the two provides the perfect toolset to create Web applications that feature concise code, clean syntax, and easy maintenance. This must-have book is your best guide on how to jump on the RoR bandwagon—from the basics of Ruby programming to advanced techniques for experienced Rails developers.
",http://www.allitebooks.com/wp-content/uploads/1448/81565612e496e24.jpeg,http://file.allitebooks.com/20151125/Ruby%20on%20Rails%20Bible.pdf,COMPLETED,1OmlzuyN2n3iZPTImcTTqpUh6uISEUdv-,Ruby on Rails Bible
fa746964-4b30-4587-b499-0be2dcd71ccd,Designing Evolvable Web APIs with ASP.NET,05dd1417-86a2-44ec-8157-7db11902327f,fa746964-4b30-4587-b499-0be2dcd71ccd,"Darrel Miller, Glenn Block, Howard Dierking, Pablo Cibraro, Pedro Felix",2014,538,English,12.3 MB,PDF,ASP.NET,,"Design and build Web APIs for a broad range of clientsâ??including browsers and mobile devicesâ??that can adapt to change over time. This practical, hands-on guide takes you through the theory and tools you need to build evolvable HTTP services with Microsoft’s ASP.NET Web API framework. In the process, you’ll learn how design and implement a real-world Web API.
Ideal for experienced .NET developers, this book’s sections on basic Web API theory and design also apply to developers who work with other development stacks such as Java, Ruby, PHP, and Node.
",http://www.allitebooks.com/wp-content/uploads/1432/05555aaa9587410.jpg,http://file.allitebooks.com/20150518/Designing%20Evolvable%20Web%20APIs%20with%20ASP.NET.pdf,COMPLETED,13v40dZutYLmAW4IZqp7TZNHuJITxcCLN,Designing Evolvable Web APIs with ASP.NET
9b3159ff-b447-4600-87a5-d9a22b6f3499,"Extreme NXT, 2nd Edition",05f30361-630f-46a6-9aa5-5e6cb16c181f,9b3159ff-b447-4600-87a5-d9a22b6f3499,"Michael Gasperi, Philippe Hurbain",2009,360,English,10.8 MB,PDF,Game Programming,,"Although LEGO MINDSTORMS NXT allows anyone to build complex inventions, there are limits to what you can do with what comes inside the box. This book shows you how to advance the NXT with more than 45 exciting projects that include creating a cool magic wand that writes words in thin air, building a remotely guided vehicle, and constructing sophisticated robots that can sense color, light, temperature, and more. All projects are explained with easy-to-follow, step-by-step instructions, so you’ll be able to create them successfully whether you’re a novice or an expert. This book also shows you how to expand the programming software and use the alternative language NXC.
New input devices?such as keypads, sensors, and even the human body?are covered, along with fun games such as surfing, PONG, and SIMON. On the serious side, there are classic engineering challenges such as controlling an inverted pendulum, making a robot that follows a wall, and building several light-seeking vehicles. Some projects are just entertaining, such as the Etch-A-NXT; others are useful, such as a motorized camera mount that takes panoramic photographs.
This second edition accounts for the important changes found in the next generation NXT, and it also covers the original concepts in greater depth. Details are presented for practically unlimited expansion of the NXT inputs and outputs by using the I2C communications bus, and several power amplifier designs allow the NXT outputs to drive bigger motors. Instructions are also included for adapting LEGO Power Functions motors to work directly with the NXT.
",http://www.allitebooks.com/wp-content/uploads/2017/10/Extreme-NXT-2nd-Edition-400x496.jpg,"http://file.allitebooks.com/20171024/Extreme%20NXT,%202nd%20Edition.pdf",COMPLETED,13ymIHs-iBZUev20hHWlOGkqbYTugxmsg,"Extreme NXT, 2nd Edition"
7a234f82-3ec1-4a5e-87f5-47f2cc7bd468,Pro Spring Boot,0618afb8-760e-4a00-b2fa-281793e90661,7a234f82-3ec1-4a5e-87f5-47f2cc7bd468,Felipe Gutierrez,2016,365,English,16.52 MB,PDF,Java,,"Pro Spring Boot is your authoritative hands-on practical guide for increasing your Spring Framework-based enterprise Java and cloud application productivity while decreasing development time using the Spring Boot productivity suite of tools. It’s a no, non-sense guide with case studies of increasing complexity throughout the book. This book is written by Felipe Gutierrez, a Spring expert consultant who works with Pivotal, the company behind the popular Spring Framework.
Spring Boot makes it easy to create stand-alone, production-grade Spring-based applications that you can almost “just run”. The goal is to allow you to get started with minimum fuss. Most Spring Boot applications need very little Spring configuration. Spring Boot provides a radically faster and widely accessible getting started experience for all Spring development and provides a range of non-functional features that are common to large classes of projects (e.g. embedded servers, security, metrics, health checks, externalized configuration); and with absolutely no code generation nor requirements for XML configurations.
After you read and use this book, you’ll be able to more quickly and most productively develop complex Spring applications and even microservices – out of the box – with minimal fuss on things like configurations. This book will let you fully leverage the Spring Boot productivity suite of tools and how to apply them through the use of a few case studies as well.
",http://www.allitebooks.com/wp-content/uploads/1464/2257464332a57bd.jpg,http://file.allitebooks.com/20160526/Pro%20Spring%20Boot.pdf,COMPLETED,19CDlPW_IVVTrCe6Bl6zXkE7rvmRG3Z-x,Pro Spring Boot
8d9262a0-377b-4e65-9af8-c5b5a225b0e6,CORS in Action,06fa8a76-9b71-42c0-a25a-d6fcdcb69fcf,8d9262a0-377b-4e65-9af8-c5b5a225b0e6,Monsur Hossain,2014,240,English,14.3 MB,PDF,Services & APIs,,"Suppose you need to share some JSON data with another application or service. If everything is hosted on one domain, it’s a snap. But if the data is on another domain, the browser’s “same-origin” policy stops you cold. CORS is a new web standard that enables safe cross-domain access without complex server-side code. Mastering CORS makes it possible for web and mobile applications to share data simply and securely.
CORS in Action introduces CORS from both the server and the client perspective. It starts with making and enabling CORS requests and then explores performance, debugging, and security. You’ll learn to build apps that can take advantage of APIs hosted anywhere and how to write APIs that expand your products to a wider range of users.
For web developers comfortable with JavaScript. No experience with CORS is assumed.
",http://www.allitebooks.com/wp-content/uploads/1435/13558eabc26d944.jpg,http://file.allitebooks.com/20150627/CORS%20in%20Action.pdf,COMPLETED,1P1UIte0RNfhwO5zXMr2su3gKq1MZ1av9,CORS in Action
1aa54827-b74f-4fca-817b-ae8e597fc78f,Kubernetes Management Design Patterns,0734a2d8-0052-4c21-9e36-d76e042c640a,1aa54827-b74f-4fca-817b-ae8e597fc78f,Deepak Vohra,2017,399,English,30.5 MB,PDF,Linux & Unix,,"






",http://www.allitebooks.com/wp-content/uploads/2017/02/Kubernetes-Management-Design-Patterns.jpg,http://file.allitebooks.com/20170214/Kubernetes%20Management%20Design%20Patterns.pdf,COMPLETED,1CRUs26bnNPuEDNxoi4P2wUAbOmoF9NyY,Kubernetes Management Design Patterns
1a7abcc6-7cba-4c18-8747-f781b7287442,Android Application Development All-in-One For Dummies,07463df9-99a3-440d-9cfe-06cfd01fae34,1a7abcc6-7cba-4c18-8747-f781b7287442,Barry A. Burd,2011,655,English,13.8 MB,PDF,Programming,,"A must-have pedagogical resource from an expert Java educator
As a Linux-based operating system designed for mobile devices, the Android OS allows programs to run on all Android devices and appear free in the Android Market. Whether you’re a beginner programmer eager to create mobile applications or you’re Android-savvy and looking to submit your apps to the Android Market, this compilation of eight minibooks takes you through the ins and outs of programming for Android phones. Java expert Barry Burd walks you through Android programming basics, shares techniques for developing great Android applications, reviews Android hardware, and much more.
Start developing applications for the Android OS today with the expert advice in Android Application Development All-in-One For Dummies.
",http://www.allitebooks.com/wp-content/uploads/2016/12/Android-Application-Development-All-in-One-For-Dummies.jpg,http://file.allitebooks.com/20161206/Android%20Application%20Development%20All-in-One%20For%20Dummies.pdf,COMPLETED,1ZzMjLhBF7pFVp0a-WucOUsFLIaXLDjdm,Android Application Development All-in-One For Dummies
1fb9b5ca-46c4-403a-bc8f-2ec4783c06fb,Express.js,083b2830-9a76-470b-aaaa-51f79b389312,1fb9b5ca-46c4-403a-bc8f-2ec4783c06fb,Azat Mardan,2014,160,English,4.4 MB,PDF,Express.js,,"Express.js Deep API Reference is your short, concise guide to Express.js APIs. This flexible Node.js web application framework provides a robust set of features for building single, multi-page, and hybrid web applications.
Through six to-the-point chapters, you will find references for configurations, settings, environments, middleware, templating engines (including Consolidate.js), extract parameters, routing, request handlers, response, and streams.
Written by Azat Mardan, the author of Pro Express.js and Practical Node.js, you will find this short, concise guide indispensable for your Express.js work.
",http://www.allitebooks.com/wp-content/uploads/1435/27558d5ac981a31.jpg,http://file.allitebooks.com/20150626/Express.js.pdf,COMPLETED,1anhCfItV1oVTmMjgcCaLeIoPU-C1Y_Ji,Express.js
